YYYYMMDDHHmmss,Hostname,IP,CPU_Usage,Memory_Usage,Swap_Usage,Filesystem_Usage,Ping_Status
20250908162800,h1,10.0.0.1,47,54,24,14,OK
20250908162900,h1,10.0.0.1,33,49,27,23,OK
20250908163000,h1,10.0.0.1,21,86,30,19,OK
20250908163100,h1,10.0.0.1,70,13,13,15,OK
20250908163200,h1,10.0.0.1,12,75,7,8,OK
20250908163300,h1,10.0.0.1,42,85,12,36,LOSS
20250908163400,h1,10.0.0.1,45,83,45,76,OK
20250908163500,h1,10.0.0.1,39,20,20,41,OK
20250908163600,h1,10.0.0.1,35,54,25,44,OK
20250908163700,h1,10.0.0.1,30,15,42,66,OK
20250908163800,h1,10.0.0.1,3,62,46,70,OK
20250908163900,h1,10.0.0.1,57,35,33,45,LOSS
20250908164000,h1,10.0.0.1,66,6,46,31,OK
20250908164100,h1,10.0.0.1,24,82,48,68,OK
20250908164200,h1,10.0.0.1,95,45,5,64,OK
20250908164300,h1,10.0.0.1,10,18,13,66,OK
20250908164400,h1,10.0.0.1,4,60,31,94,OK
20250908164500,h1,10.0.0.1,83,72,3,70,OK
20250908164600,h1,10.0.0.1,80,89,11,37,OK
20250908164700,h1,10.0.0.1,95,10,48,18,OK
20250908164800,h1,10.0.0.1,27,76,26,40,OK
20250908164900,h1,10.0.0.1,59,23,25,11,OK
20250908165000,h1,10.0.0.1,10,8,32,46,OK
20250908165100,h1,10.0.0.1,97,67,27,54,OK
20250908165200,h1,10.0.0.1,46,67,2,46,LOSS
20250908165300,h1,10.0.0.1,21,66,15,8,OK
20250908165400,h1,10.0.0.1,26,89,29,87,OK
20250908165500,h1,10.0.0.1,97,6,0,77,OK
20250908165600,h1,10.0.0.1,44,11,48,95,OK
20250908165700,h1,10.0.0.1,93,19,47,34,OK
20250908165800,h1,10.0.0.1,77,11,45,50,OK
20250908165900,h1,10.0.0.1,88,38,18,42,LOSS
20250908170000,h1,10.0.0.1,4,52,21,61,OK
20250908170100,h1,10.0.0.1,60,57,29,69,OK
20250908170200,h1,10.0.0.1,54,16,35,64,OK
20250908170300,h1,10.0.0.1,12,6,45,79,OK
20250908170400,h1,10.0.0.1,45,21,30,59,OK
20250908170500,h1,10.0.0.1,99,85,46,14,OK
20250908170600,h1,10.0.0.1,45,97,17,31,OK
20250908170700,h1,10.0.0.1,31,94,44,29,OK
20250908170800,h1,10.0.0.1,21,40,37,87,OK
20250908170900,h1,10.0.0.1,11,39,8,68,OK
20250908171000,h1,10.0.0.1,21,74,33,89,OK
20250908171100,h1,10.0.0.1,31,61,11,58,OK
20250908171200,h1,10.0.0.1,64,23,45,3,OK
20250908171300,h1,10.0.0.1,56,78,0,13,OK
20250908171400,h1,10.0.0.1,55,44,48,47,OK
20250908171500,h1,10.0.0.1,86,29,29,93,OK
20250908171600,h1,10.0.0.1,55,86,46,88,OK
20250908171700,h1,10.0.0.1,21,27,24,96,OK
20250908171800,h1,10.0.0.1,47,62,22,53,OK
20250908171900,h1,10.0.0.1,35,52,46,64,OK
20250908172000,h1,10.0.0.1,72,62,27,67,OK
20250908172100,h1,10.0.0.1,98,24,38,42,OK
20250908172200,h1,10.0.0.1,58,89,24,77,OK
20250908172300,h1,10.0.0.1,34,8,23,80,OK
20250908172400,h1,10.0.0.1,37,36,16,87,OK
20250908172500,h1,10.0.0.1,67,11,36,59,OK
20250908172600,h1,10.0.0.1,29,37,32,62,OK
20250908172700,h1,10.0.0.1,93,95,14,97,OK
20250908172800,h1,10.0.0.1,42,77,32,71,OK
20250908172900,h1,10.0.0.1,4,25,12,36,OK
20250908173000,h1,10.0.0.1,11,61,15,68,OK
20250908173100,h1,10.0.0.1,89,49,31,92,OK
20250908173200,h1,10.0.0.1,80,60,21,53,OK
20250908173300,h1,10.0.0.1,99,95,35,68,OK
20250908173400,h1,10.0.0.1,75,72,10,58,OK
20250908173500,h1,10.0.0.1,68,21,38,8,OK
20250908173600,h1,10.0.0.1,25,47,12,53,OK
20250908173700,h1,10.0.0.1,66,57,37,49,OK
20250908173800,h1,10.0.0.1,41,37,7,99,OK
20250908173900,h1,10.0.0.1,7,8,30,69,LOSS
20250908174000,h1,10.0.0.1,75,30,26,27,OK
20250908174100,h1,10.0.0.1,51,42,39,20,OK
20250908174200,h1,10.0.0.1,66,59,16,45,OK
20250908174300,h1,10.0.0.1,34,71,24,86,LOSS
20250908174400,h1,10.0.0.1,29,24,36,19,OK
20250908174500,h1,10.0.0.1,25,98,13,67,OK
20250908174600,h1,10.0.0.1,94,87,27,61,OK
20250908174700,h1,10.0.0.1,86,81,6,61,OK
20250908174800,h1,10.0.0.1,6,77,37,17,OK
20250908174900,h1,10.0.0.1,76,35,44,78,OK
20250908175000,h1,10.0.0.1,19,78,4,28,OK
20250908175100,h1,10.0.0.1,46,39,38,12,OK
20250908175200,h1,10.0.0.1,22,35,32,45,OK
20250908175300,h1,10.0.0.1,74,52,39,23,OK
20250908175400,h1,10.0.0.1,18,55,24,50,OK
20250908175500,h1,10.0.0.1,50,1,48,16,OK
20250908175600,h1,10.0.0.1,19,87,45,8,OK
20250908175700,h1,10.0.0.1,85,61,20,92,OK
20250908175800,h1,10.0.0.1,40,71,25,59,OK
20250908175900,h1,10.0.0.1,37,3,18,64,OK
20250908180000,h1,10.0.0.1,52,54,7,14,OK
20250908180100,h1,10.0.0.1,26,62,26,5,OK
20250908180200,h1,10.0.0.1,31,12,21,31,OK
20250908180300,h1,10.0.0.1,9,9,20,20,OK
20250908180400,h1,10.0.0.1,51,35,11,57,OK
20250908180500,h1,10.0.0.1,3,4,9,91,OK
20250908180600,h1,10.0.0.1,65,82,4,41,OK
20250908180700,h1,10.0.0.1,2,45,40,20,OK
20250908180800,h1,10.0.0.1,36,79,21,89,OK
20250908180900,h1,10.0.0.1,89,68,31,94,OK
20250908181000,h1,10.0.0.1,74,7,9,35,OK
20250908181100,h1,10.0.0.1,93,12,21,60,OK
20250908181200,h1,10.0.0.1,83,80,6,93,OK
20250908181300,h1,10.0.0.1,42,72,22,49,OK
20250908181400,h1,10.0.0.1,11,87,46,23,OK
20250908181500,h1,10.0.0.1,15,68,25,75,LOSS
20250908181600,h1,10.0.0.1,72,17,28,1,OK
20250908181700,h1,10.0.0.1,48,96,24,35,OK
20250908181800,h1,10.0.0.1,99,74,11,17,OK
20250908181900,h1,10.0.0.1,5,23,1,2,OK
20250908182000,h1,10.0.0.1,41,60,43,48,OK
20250908182100,h1,10.0.0.1,60,38,5,84,OK
20250908182200,h1,10.0.0.1,9,68,22,47,OK
20250908182300,h1,10.0.0.1,18,37,29,66,OK
20250908182400,h1,10.0.0.1,56,86,15,81,OK
20250908182500,h1,10.0.0.1,90,30,17,15,OK
20250908182600,h1,10.0.0.1,51,15,32,28,OK
20250908182700,h1,10.0.0.1,75,26,20,15,OK
20250908182800,h1,10.0.0.1,34,82,7,85,OK
20250908182900,h1,10.0.0.1,62,65,36,21,OK
20250908183000,h1,10.0.0.1,5,34,20,59,OK
20250908183100,h1,10.0.0.1,71,57,0,14,OK
20250908183200,h1,10.0.0.1,82,78,34,47,OK
20250908183300,h1,10.0.0.1,75,56,42,41,OK
20250908183400,h1,10.0.0.1,6,16,0,20,OK
20250908183500,h1,10.0.0.1,85,22,13,75,OK
20250908183600,h1,10.0.0.1,85,82,22,20,OK
20250908183700,h1,10.0.0.1,46,24,25,28,OK
20250908183800,h1,10.0.0.1,70,9,13,60,OK
20250908183900,h1,10.0.0.1,87,64,6,62,OK
20250908184000,h1,10.0.0.1,86,27,2,95,OK
20250908184100,h1,10.0.0.1,83,62,44,11,OK
20250908184200,h1,10.0.0.1,89,77,20,96,OK
20250908184300,h1,10.0.0.1,42,72,1,9,OK
20250908184400,h1,10.0.0.1,64,42,41,88,OK
20250908184500,h1,10.0.0.1,19,18,26,42,OK
20250908184600,h1,10.0.0.1,68,49,28,36,OK
20250908184700,h1,10.0.0.1,14,95,26,84,OK
20250908184800,h1,10.0.0.1,7,19,29,84,OK
20250908184900,h1,10.0.0.1,9,54,24,67,OK
20250908185000,h1,10.0.0.1,5,11,2,24,OK
20250908185100,h1,10.0.0.1,12,66,16,6,OK
20250908185200,h1,10.0.0.1,61,86,17,84,OK
20250908185300,h1,10.0.0.1,91,10,7,71,OK
20250908185400,h1,10.0.0.1,71,26,33,89,OK
20250908185500,h1,10.0.0.1,17,18,5,88,OK
20250908185600,h1,10.0.0.1,52,61,8,96,OK
20250908185700,h1,10.0.0.1,25,85,31,60,OK
20250908185800,h1,10.0.0.1,26,85,8,92,OK
20250908185900,h1,10.0.0.1,34,66,23,28,OK
20250908190000,h1,10.0.0.1,54,51,35,54,OK
20250908190100,h1,10.0.0.1,68,28,2,21,OK
20250908190200,h1,10.0.0.1,87,4,44,85,OK
20250908190300,h1,10.0.0.1,4,31,32,36,LOSS
20250908190400,h1,10.0.0.1,24,50,47,52,OK
20250908190500,h1,10.0.0.1,98,27,39,54,OK
20250908190600,h1,10.0.0.1,16,34,16,27,OK
20250908190700,h1,10.0.0.1,81,47,15,32,OK
20250908190800,h1,10.0.0.1,63,6,34,90,OK
20250908190900,h1,10.0.0.1,72,75,5,25,OK
20250908191000,h1,10.0.0.1,14,86,42,12,OK
20250908191100,h1,10.0.0.1,86,19,37,22,OK
20250908191200,h1,10.0.0.1,40,2,7,48,OK
20250908191300,h1,10.0.0.1,32,33,9,15,OK
20250908191400,h1,10.0.0.1,65,12,16,42,OK
20250908191500,h1,10.0.0.1,25,48,7,29,OK
20250908191600,h1,10.0.0.1,41,42,38,27,OK
20250908191700,h1,10.0.0.1,50,55,39,50,OK
20250908191800,h1,10.0.0.1,69,69,49,42,OK
20250908191900,h1,10.0.0.1,27,71,20,20,OK
20250908192000,h1,10.0.0.1,53,68,46,13,OK
20250908192100,h1,10.0.0.1,97,9,14,88,OK
20250908192200,h1,10.0.0.1,91,4,18,8,OK
20250908192300,h1,10.0.0.1,13,77,31,99,OK
20250908192400,h1,10.0.0.1,54,62,27,14,OK
20250908192500,h1,10.0.0.1,82,75,20,11,OK
20250908192600,h1,10.0.0.1,7,5,18,27,OK
20250908192700,h1,10.0.0.1,32,74,34,73,OK
20250908192800,h1,10.0.0.1,25,26,39,72,OK
20250908192900,h1,10.0.0.1,46,40,19,52,OK
20250908193000,h1,10.0.0.1,49,83,9,94,OK
20250908193100,h1,10.0.0.1,13,35,14,4,OK
20250908193200,h1,10.0.0.1,16,80,37,77,OK
20250908193300,h1,10.0.0.1,34,83,8,52,OK
20250908193400,h1,10.0.0.1,11,4,40,92,OK
20250908193500,h1,10.0.0.1,76,62,47,93,OK
20250908193600,h1,10.0.0.1,67,17,25,13,OK
20250908193700,h1,10.0.0.1,12,77,43,49,OK
20250908193800,h1,10.0.0.1,50,10,24,90,OK
20250908193900,h1,10.0.0.1,7,27,10,81,OK
20250908194000,h1,10.0.0.1,75,66,19,12,OK
20250908194100,h1,10.0.0.1,74,83,30,36,OK
20250908194200,h1,10.0.0.1,92,21,37,60,OK
20250908194300,h1,10.0.0.1,4,28,19,53,OK
20250908194400,h1,10.0.0.1,24,80,35,39,OK
20250908194500,h1,10.0.0.1,37,2,1,79,OK
20250908194600,h1,10.0.0.1,8,80,40,94,OK
20250908194700,h1,10.0.0.1,73,88,3,87,OK
20250908194800,h1,10.0.0.1,70,78,21,9,OK
20250908194900,h1,10.0.0.1,89,97,5,75,OK
20250908195000,h1,10.0.0.1,77,75,42,12,OK
20250908195100,h1,10.0.0.1,25,36,10,92,OK
20250908195200,h1,10.0.0.1,53,74,46,44,OK
20250908195300,h1,10.0.0.1,72,17,4,37,OK
20250908195400,h1,10.0.0.1,25,50,40,29,LOSS
20250908195500,h1,10.0.0.1,9,3,16,82,OK
20250908195600,h1,10.0.0.1,89,99,25,14,OK
20250908195700,h1,10.0.0.1,98,58,7,26,OK
20250908195800,h1,10.0.0.1,32,74,35,97,OK
20250908195900,h1,10.0.0.1,98,90,42,59,OK
20250908200000,h1,10.0.0.1,26,54,31,84,OK
20250908200100,h1,10.0.0.1,94,59,42,12,OK
20250908200200,h1,10.0.0.1,14,43,26,26,OK
20250908200300,h1,10.0.0.1,69,78,1,12,OK
20250908200400,h1,10.0.0.1,90,90,28,99,OK
20250908200500,h1,10.0.0.1,73,66,2,32,OK
20250908200600,h1,10.0.0.1,94,80,46,36,OK
20250908200700,h1,10.0.0.1,59,17,49,70,OK
20250908200800,h1,10.0.0.1,80,77,15,47,OK
20250908200900,h1,10.0.0.1,52,89,0,69,OK
20250908201000,h1,10.0.0.1,71,91,9,86,LOSS
20250908201100,h1,10.0.0.1,2,33,21,75,OK
20250908201200,h1,10.0.0.1,86,77,13,96,OK
20250908201300,h1,10.0.0.1,12,61,49,49,LOSS
20250908201400,h1,10.0.0.1,71,14,43,79,OK
20250908201500,h1,10.0.0.1,53,37,38,13,OK
20250908201600,h1,10.0.0.1,53,67,43,27,OK
20250908201700,h1,10.0.0.1,94,57,27,30,OK
20250908201800,h1,10.0.0.1,95,62,3,33,OK
20250908201900,h1,10.0.0.1,16,95,43,80,OK
20250908202000,h1,10.0.0.1,10,95,14,57,OK
20250908202100,h1,10.0.0.1,83,37,26,59,OK
20250908202200,h1,10.0.0.1,52,32,2,22,OK
20250908202300,h1,10.0.0.1,74,80,18,71,OK
20250908202400,h1,10.0.0.1,94,10,32,67,OK
20250908202500,h1,10.0.0.1,82,4,21,80,OK
20250908202600,h1,10.0.0.1,9,15,41,20,OK
20250908202700,h1,10.0.0.1,45,81,9,4,OK
20250908202800,h1,10.0.0.1,80,47,15,20,OK
20250908202900,h1,10.0.0.1,50,91,39,23,OK
20250908203000,h1,10.0.0.1,38,54,0,61,OK
20250908203100,h1,10.0.0.1,14,10,32,2,OK
20250908203200,h1,10.0.0.1,4,63,29,64,OK
20250908203300,h1,10.0.0.1,34,65,43,64,OK
20250908203400,h1,10.0.0.1,74,12,30,68,OK
20250908203500,h1,10.0.0.1,61,98,47,35,OK
20250908203600,h1,10.0.0.1,71,96,2,82,OK
20250908203700,h1,10.0.0.1,66,79,2,42,LOSS
20250908203800,h1,10.0.0.1,47,55,37,32,OK
20250908203900,h1,10.0.0.1,57,61,36,86,OK
20250908204000,h1,10.0.0.1,27,11,44,5,OK
20250908204100,h1,10.0.0.1,17,63,27,59,OK
20250908204200,h1,10.0.0.1,70,80,8,6,OK
20250908204300,h1,10.0.0.1,62,14,15,14,OK
20250908204400,h1,10.0.0.1,19,24,25,81,OK
20250908204500,h1,10.0.0.1,64,24,9,65,OK
20250908204600,h1,10.0.0.1,68,53,20,64,OK
20250908204700,h1,10.0.0.1,98,53,38,68,LOSS
20250908204800,h1,10.0.0.1,15,83,36,23,LOSS
20250908204900,h1,10.0.0.1,22,54,26,77,LOSS
20250908205000,h1,10.0.0.1,90,37,26,56,OK
20250908205100,h1,10.0.0.1,96,85,35,85,OK
20250908205200,h1,10.0.0.1,7,2,5,90,OK
20250908205300,h1,10.0.0.1,43,72,26,63,LOSS
20250908205400,h1,10.0.0.1,57,41,15,95,OK
20250908205500,h1,10.0.0.1,49,5,49,5,OK
20250908205600,h1,10.0.0.1,66,91,38,27,OK
20250908205700,h1,10.0.0.1,43,17,39,27,OK
20250908205800,h1,10.0.0.1,48,10,47,32,OK
20250908205900,h1,10.0.0.1,13,56,46,21,OK
20250908210000,h1,10.0.0.1,39,44,36,68,OK
20250908210100,h1,10.0.0.1,6,88,33,66,OK
20250908210200,h1,10.0.0.1,3,12,38,42,OK
20250908210300,h1,10.0.0.1,56,27,41,2,OK
20250908210400,h1,10.0.0.1,22,41,10,45,OK
20250908210500,h1,10.0.0.1,56,47,45,64,OK
20250908210600,h1,10.0.0.1,71,85,5,50,OK
20250908210700,h1,10.0.0.1,55,59,23,35,OK
20250908210800,h1,10.0.0.1,46,75,39,30,OK
20250908210900,h1,10.0.0.1,52,74,32,64,OK
20250908211000,h1,10.0.0.1,75,64,1,43,OK
20250908211100,h1,10.0.0.1,16,48,45,15,OK
20250908211200,h1,10.0.0.1,87,95,17,37,OK
20250908211300,h1,10.0.0.1,3,86,22,10,OK
20250908211400,h1,10.0.0.1,89,65,19,35,OK
20250908211500,h1,10.0.0.1,4,47,35,70,OK
20250908211600,h1,10.0.0.1,35,55,49,15,OK
20250908211700,h1,10.0.0.1,37,64,26,1,OK
20250908211800,h1,10.0.0.1,99,97,6,48,OK
20250908211900,h1,10.0.0.1,45,81,3,97,OK
20250908212000,h1,10.0.0.1,77,68,11,19,OK
20250908212100,h1,10.0.0.1,80,77,46,46,OK
20250908212200,h1,10.0.0.1,55,18,47,62,OK
20250908212300,h1,10.0.0.1,36,1,17,41,OK
20250908212400,h1,10.0.0.1,87,54,47,22,OK
20250908212500,h1,10.0.0.1,67,76,23,17,OK
20250908212600,h1,10.0.0.1,76,5,16,83,OK
20250908212700,h1,10.0.0.1,44,39,1,51,OK
20250908212800,h1,10.0.0.1,54,81,28,25,OK
20250908212900,h1,10.0.0.1,15,77,11,72,OK
20250908213000,h1,10.0.0.1,10,79,34,63,OK
20250908213100,h1,10.0.0.1,76,56,47,63,LOSS
20250908213200,h1,10.0.0.1,71,8,13,38,OK
20250908213300,h1,10.0.0.1,21,48,21,7,OK
20250908213400,h1,10.0.0.1,60,83,37,37,OK
20250908213500,h1,10.0.0.1,64,90,4,90,OK
20250908213600,h1,10.0.0.1,9,89,8,48,LOSS
20250908213700,h1,10.0.0.1,75,41,40,40,OK
20250908213800,h1,10.0.0.1,77,42,1,39,OK
20250908213900,h1,10.0.0.1,87,1,18,14,OK
20250908214000,h1,10.0.0.1,42,15,32,97,OK
20250908214100,h1,10.0.0.1,31,61,30,75,OK
20250908214200,h1,10.0.0.1,50,30,31,15,OK
20250908214300,h1,10.0.0.1,96,69,6,60,OK
20250908214400,h1,10.0.0.1,59,57,21,45,OK
20250908214500,h1,10.0.0.1,34,8,33,67,OK
20250908214600,h1,10.0.0.1,71,42,20,22,OK
20250908214700,h1,10.0.0.1,92,77,29,78,OK
20250908214800,h1,10.0.0.1,22,32,42,72,OK
20250908214900,h1,10.0.0.1,57,43,3,19,OK
20250908215000,h1,10.0.0.1,34,37,2,72,OK
20250908215100,h1,10.0.0.1,48,23,19,54,OK
20250908215200,h1,10.0.0.1,28,49,11,7,OK
20250908215300,h1,10.0.0.1,89,52,2,42,LOSS
20250908215400,h1,10.0.0.1,98,14,24,32,LOSS
20250908215500,h1,10.0.0.1,33,30,5,39,LOSS
20250908215600,h1,10.0.0.1,14,14,39,51,OK
20250908215700,h1,10.0.0.1,22,2,29,50,OK
20250908215800,h1,10.0.0.1,32,76,15,59,OK
20250908215900,h1,10.0.0.1,72,66,28,37,OK
20250908220000,h1,10.0.0.1,12,36,17,46,OK
20250908220100,h1,10.0.0.1,78,88,39,74,OK
20250908220200,h1,10.0.0.1,11,70,2,52,OK
20250908220300,h1,10.0.0.1,80,43,46,63,OK
20250908220400,h1,10.0.0.1,7,73,25,86,OK
20250908220500,h1,10.0.0.1,62,86,41,55,OK
20250908220600,h1,10.0.0.1,63,20,13,20,OK
20250908220700,h1,10.0.0.1,28,35,32,1,OK
20250908220800,h1,10.0.0.1,98,10,17,54,OK
20250908220900,h1,10.0.0.1,15,77,37,90,OK
20250908221000,h1,10.0.0.1,57,67,14,15,OK
20250908221100,h1,10.0.0.1,5,73,4,8,OK
20250908221200,h1,10.0.0.1,10,3,49,57,LOSS
20250908221300,h1,10.0.0.1,20,66,29,20,OK
20250908221400,h1,10.0.0.1,60,24,4,22,OK
20250908221500,h1,10.0.0.1,91,35,7,40,OK
20250908221600,h1,10.0.0.1,45,71,3,91,OK
20250908221700,h1,10.0.0.1,89,6,31,96,OK
20250908221800,h1,10.0.0.1,96,52,7,44,OK
20250908221900,h1,10.0.0.1,68,79,7,77,OK
20250908222000,h1,10.0.0.1,29,35,24,13,OK
20250908222100,h1,10.0.0.1,88,86,24,90,OK
20250908222200,h1,10.0.0.1,5,31,24,65,OK
20250908222300,h1,10.0.0.1,4,45,9,82,OK
20250908222400,h1,10.0.0.1,25,55,26,48,OK
20250908222500,h1,10.0.0.1,35,2,1,6,OK
20250908222600,h1,10.0.0.1,1,17,40,20,OK
20250908222700,h1,10.0.0.1,62,34,45,92,OK
20250908222800,h1,10.0.0.1,8,35,39,13,OK
20250908222900,h1,10.0.0.1,47,89,40,17,OK
20250908223000,h1,10.0.0.1,71,8,18,5,OK
20250908223100,h1,10.0.0.1,3,32,29,14,OK
20250908223200,h1,10.0.0.1,88,68,20,24,OK
20250908223300,h1,10.0.0.1,20,7,32,81,OK
20250908223400,h1,10.0.0.1,1,26,7,20,LOSS
20250908223500,h1,10.0.0.1,51,8,49,26,OK
20250908223600,h1,10.0.0.1,20,6,45,30,OK
20250908223700,h1,10.0.0.1,85,77,6,41,OK
20250908223800,h1,10.0.0.1,28,16,13,2,OK
20250908223900,h1,10.0.0.1,81,21,32,73,OK
20250908224000,h1,10.0.0.1,18,96,33,70,OK
20250908224100,h1,10.0.0.1,3,42,23,46,OK
20250908224200,h1,10.0.0.1,5,58,48,87,OK
20250908224300,h1,10.0.0.1,69,30,49,22,OK
20250908224400,h1,10.0.0.1,60,47,10,46,OK
20250908224500,h1,10.0.0.1,47,30,19,23,OK
20250908224600,h1,10.0.0.1,63,55,31,67,OK
20250908224700,h1,10.0.0.1,8,16,19,82,OK
20250908224800,h1,10.0.0.1,46,70,3,1,OK
20250908224900,h1,10.0.0.1,12,29,16,17,OK
20250908225000,h1,10.0.0.1,8,47,19,83,OK
20250908225100,h1,10.0.0.1,39,25,15,38,OK
20250908225200,h1,10.0.0.1,17,55,16,80,OK
20250908225300,h1,10.0.0.1,74,91,8,99,OK
20250908225400,h1,10.0.0.1,49,75,0,24,OK
20250908225500,h1,10.0.0.1,28,93,10,88,OK
20250908225600,h1,10.0.0.1,11,53,43,24,OK
20250908225700,h1,10.0.0.1,77,95,2,61,OK
20250908225800,h1,10.0.0.1,44,21,17,59,OK
20250908225900,h1,10.0.0.1,40,78,40,70,OK
20250908230000,h1,10.0.0.1,29,49,43,27,OK
20250908230100,h1,10.0.0.1,25,23,49,31,OK
20250908230200,h1,10.0.0.1,1,14,43,96,OK
20250908230300,h1,10.0.0.1,89,50,24,46,OK
20250908230400,h1,10.0.0.1,50,90,2,26,OK
20250908230500,h1,10.0.0.1,42,16,16,59,OK
20250908230600,h1,10.0.0.1,11,13,8,50,OK
20250908230700,h1,10.0.0.1,38,18,0,84,OK
20250908230800,h1,10.0.0.1,79,46,17,37,OK
20250908230900,h1,10.0.0.1,93,29,23,30,OK
20250908231000,h1,10.0.0.1,65,90,23,22,OK
20250908231100,h1,10.0.0.1,50,80,45,18,LOSS
20250908231200,h1,10.0.0.1,77,93,23,75,OK
20250908231300,h1,10.0.0.1,80,61,11,90,OK
20250908231400,h1,10.0.0.1,64,58,46,71,OK
20250908231500,h1,10.0.0.1,62,27,37,76,OK
20250908231600,h1,10.0.0.1,26,52,4,18,OK
20250908231700,h1,10.0.0.1,20,76,30,50,OK
20250908231800,h1,10.0.0.1,14,62,12,64,OK
20250908231900,h1,10.0.0.1,70,44,9,79,OK
20250908232000,h1,10.0.0.1,74,2,22,33,OK
20250908232100,h1,10.0.0.1,34,92,17,96,OK
20250908232200,h1,10.0.0.1,10,54,23,12,OK
20250908232300,h1,10.0.0.1,5,3,20,1,OK
20250908232400,h1,10.0.0.1,52,9,34,47,OK
20250908232500,h1,10.0.0.1,9,52,34,51,OK
20250908232600,h1,10.0.0.1,69,45,8,19,OK
20250908232700,h1,10.0.0.1,95,98,49,92,OK
20250908232800,h1,10.0.0.1,40,62,16,31,LOSS
20250908232900,h1,10.0.0.1,66,91,6,57,OK
20250908233000,h1,10.0.0.1,92,88,34,75,OK
20250908233100,h1,10.0.0.1,29,98,23,50,OK
20250908233200,h1,10.0.0.1,39,25,26,45,OK
20250908233300,h1,10.0.0.1,86,5,8,94,OK
20250908233400,h1,10.0.0.1,61,5,16,32,OK
20250908233500,h1,10.0.0.1,20,94,37,47,OK
20250908233600,h1,10.0.0.1,66,79,39,90,OK
20250908233700,h1,10.0.0.1,68,40,12,7,OK
20250908233800,h1,10.0.0.1,95,43,3,18,OK
20250908233900,h1,10.0.0.1,64,33,48,69,LOSS
20250908234000,h1,10.0.0.1,28,75,48,52,OK
20250908234100,h1,10.0.0.1,95,10,39,88,OK
20250908234200,h1,10.0.0.1,86,88,41,81,LOSS
20250908234300,h1,10.0.0.1,39,64,38,10,OK
20250908234400,h1,10.0.0.1,3,99,18,87,OK
20250908234500,h1,10.0.0.1,1,49,24,90,OK
20250908234600,h1,10.0.0.1,2,59,38,49,OK
20250908234700,h1,10.0.0.1,75,2,25,70,LOSS
20250908234800,h1,10.0.0.1,55,18,16,62,OK
20250908234900,h1,10.0.0.1,7,17,18,15,OK
20250908235000,h1,10.0.0.1,75,5,13,55,OK
20250908235100,h1,10.0.0.1,68,41,0,99,OK
20250908235200,h1,10.0.0.1,9,42,48,83,OK
20250908235300,h1,10.0.0.1,84,4,42,34,OK
20250908235400,h1,10.0.0.1,62,78,23,76,OK
20250908235500,h1,10.0.0.1,73,20,20,53,OK
20250908235600,h1,10.0.0.1,77,40,49,65,OK
20250908235700,h1,10.0.0.1,42,46,46,4,OK
20250908235800,h1,10.0.0.1,95,74,44,60,OK
20250908235900,h1,10.0.0.1,41,60,33,55,OK
